pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
K2-219 b,K2-219,2581741400387500544,2581741400387500544,266014079,,12.8452963,8.8675474,12.09,4.54412957188069,10.849,3.30312957188069,10.424,2.87812957188069,11.4427,11.923,11.911,4.36512957188069,3.05371502547393,-20.6715602874756,0.515619993209839,Gaia,5753.0,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.978851318359,320.955169677734,324.803833007813,0.86598414182663,LO,0.0527642741799355,3.901287,1.34762583,3.408,K2,2018,K2
K2-219 c,K2-219,2581741400387500544,2581741400387500544,266014079,,12.8452963,8.8675474,12.09,4.54412957188069,10.849,3.30312957188069,10.424,2.87812957188069,11.4427,11.923,11.911,4.36512957188069,3.05371502547393,-20.6715602874756,0.515619993209839,Gaia,5753.0,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.978851318359,320.955169677734,324.803833007813,0.86598414182663,LO,0.0527642741799355,6.66767,1.43839723,4.824,K2,2018,K2
K2-219 d,K2-219,2581741400387500544,2581741400387500544,266014079,,12.8452963,8.8675474,12.09,4.54412957188069,10.849,3.30312957188069,10.424,2.87812957188069,11.4427,11.923,11.911,4.36512957188069,3.05371502547393,-20.6715602874756,0.515619993209839,Gaia,5753.0,4.23,0.13,1.021545,1.189232,,0.15097,,,,,322.978851318359,320.955169677734,324.803833007813,0.86598414182663,LO,0.0527642741799355,11.137278,2.57634456,4.896,K2,2018,K2
TOI-5301 b,TOI-5301,2776823148594090752,2776823148594090752,58825110,,12.9908008,13.0783712,11.738,2.89660726548245,10.616,1.77460726548245,10.336,1.49460726548245,11.1893,,11.5696,2.72820726548245,1.6515381257128,11.136344909668,0.745308876037598,Gaia,6240.0,3.926,0.03,1.483,2.19,,0.81624,2.43,1.1,-0.47,,586.514221191406,578.738464355469,595.369201660156,1.23524916172028,LO,0.154838144779205,5.858858,13.09208946,3.938,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HAT-P-28 b,HAT-P-28,363702817083391232,363702817083391232,53728859,,13.0009159,34.728402,13.098,5.08108976814026,11.561,3.54408976814026,11.104,3.08708976814026,12.3396,,12.8718,4.85488976814026,2.47280302644399,44.0859260559082,1.10263049602509,Gaia,5680.0,4.36,0.12,1.025,1.103,G3,0.053,6.1,2.6,-1.9,,401.219512939453,398.795043945313,403.541809082031,0.994996786117554,LO,0.0775179415941238,3.257215,13.585,3.2184,HATNet,2011,HAT
EPIC 220674823 c,EPIC 220674823,2582617711154563968,2582617711154563968,266015990,,13.0800239,10.7947051,12.101,5.17791054133382,10.77,3.84691054133382,10.344,3.42091054133382,11.4574,11.958,11.9535,5.03041054133382,4.08542679334473,-14.7866973876953,0.561091363430023,Gaia,5578.0,4.408,-0.005,0.913,0.99,G5 V,-0.11919,,,,,242.447601318359,241.314498901367,243.217987060547,1.05168271064758,LO,0.0886881127953529,13.33989,2.84,3.661,K2,2016,K2
EPIC 220674823 b,EPIC 220674823,2582617711154563968,2582617711154563968,266015990,,13.0800239,10.7947051,12.101,5.17791054133382,10.77,3.84691054133382,10.344,3.42091054133382,11.4574,11.958,11.9535,5.03041054133382,4.08542679334473,-14.7866973876953,0.561091363430023,Gaia,5578.0,4.408,-0.005,0.913,0.99,G5 V,-0.11919,,,,,242.447601318359,241.314498901367,243.217987060547,1.05168271064758,LO,0.0886881127953529,0.5713127,1.676,1.54,K2,2016,K2
K2-213 b,K2-213,2551651031310145024,2551651031310145024,257435562,,13.1403998,3.5077702,11.803,3.82871960848745,11.034,3.05971960848745,10.656,2.68171960848745,11.6049,12.043,12.0409,4.06661960848745,2.50702200384692,-6.21335220336914,0.567710101604462,Gaia,5794.0,4.25,0.25,1.069596,1.20424,,0.24679,,,,,393.419677734375,390.831390380859,396.018402099609,1.09859871864319,LO,0.097485214471817,8.13087,1.51398464,,K2,2018,K2
K2-283 b,K2-283,2581916673708201216,2581916673708201216,266017624,,13.1943679,9.6929181,14.364,6.34860603165045,12.579,4.56360603165045,11.983,3.96760603165045,13.4901,14.119,14.1316,6.11620603165045,2.44797469491303,-4.60254430770874,2.56179976463318,Gaia,5060.0,4.56,0.28,0.89,0.82,,-0.52364,,,,,400.939453125,398.508544921875,403.957763671875,0.999806940555573,LO,0.0,1.921036,3.52,1.7496,K2,2018,K2
K2-282 b,K2-282,2580848395082660992,2580848395082660992,266030192,,13.4321524,7.9952914,14.21,5.78093745061704,12.437,4.00793745061704,12.002,3.57293745061704,13.2667,13.723,13.8183,5.38923745061704,2.01805112266794,8.06666374206543,2.79474329948425,Gaia,5499.0,4.5,-0.23,0.94,1.0,,-0.21463,,,,,485.079040527344,480.400573730469,490.48565673828097,0.928165972232819,LO,0.0,4.169783,2.5,2.7312,K2,2018,K2
EPIC 220554210 c,K2-282,2580848395082660992,2580848395082660992,266030192,,13.4321524,7.9952914,14.21,5.78093745061704,12.437,4.00793745061704,12.002,3.57293745061704,13.2667,13.723,13.8183,5.38923745061704,2.01805112266794,8.06666374206543,2.79474329948425,Gaia,5499.0,4.5,-0.23,0.94,1.0,,-0.21463,,,,,485.079040527344,480.400573730469,490.48565673828097,0.928165972232819,LO,0.0,0.70531,1.6,1.704,K2,2019,K2
TOI-1472 b,TOI-1472,402396521052843264,402396521052843264,306955329,,14.1142611,48.6375168,11.302,5.87828578303164,9.794,4.37028578303164,9.277,3.85328578303164,10.5508,,11.1107,5.68698578303164,8.19636233392978,-15.04700756073,0.309316217899323,Gaia,5100.0,4.5,0.27,0.87,0.84,,-0.35556,3.1,0.4,-0.4,,121.546607971191,121.229965209961,121.823348999023,1.03793728351593,LO,0.11902080476284,6.36338574,4.058,2.74,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1472 c,TOI-1472,402396521052843264,402396521052843264,306955329,,14.1142611,48.6375168,11.302,5.87828578303164,9.794,4.37028578303164,9.277,3.85328578303164,10.5508,,11.1107,5.68698578303164,8.19636233392978,-15.04700756073,0.309316217899323,Gaia,5100.0,4.5,0.27,0.87,0.84,,-0.35556,3.1,0.4,-0.4,,121.546607971191,121.229965209961,121.823348999023,1.03793728351593,LO,0.11902080476284,15.5381747,3.334,2.83,Multiple Observatories,2025,Other
K2-148 b,K2-148,2536443724641751808,2536443724641751808,423358488,,14.5176494,-0.193258,13.627,8.16219427437849,11.082,5.61719427437849,10.292,4.82719427437849,12.2481,12.975,13.0599,7.59509427437849,8.03453358631674,1.34185969829559,1.2692813873291,Gaia,4079.0,4.653,-0.11,0.65,0.632,,-0.99568,,,,,123.868576049805,123.605392456055,124.106872558594,1.06933915615082,LO,0.0142021710053086,4.38395,1.33,1.776,K2,2018,K2
K2-148 d,K2-148,2536443724641751808,2536443724641751808,423358488,,14.5176494,-0.193258,13.627,8.16219427437849,11.082,5.61719427437849,10.292,4.82719427437849,12.2481,12.975,13.0599,7.59509427437849,8.03453358631674,1.34185969829559,1.2692813873291,Gaia,4079.0,4.653,-0.11,0.65,0.632,,-0.99568,,,,,123.868576049805,123.605392456055,124.106872558594,1.06933915615082,LO,0.0142021710053086,9.7579,1.64,1.8,K2,2018,K2
K2-148 c,K2-148,2536443724641751808,2536443724641751808,423358488,,14.5176494,-0.193258,13.627,8.16219427437849,11.082,5.61719427437849,10.292,4.82719427437849,12.2481,12.975,13.0599,7.59509427437849,8.03453358631674,1.34185969829559,1.2692813873291,Gaia,4079.0,4.653,-0.11,0.65,0.632,,-0.99568,,,,,123.868576049805,123.605392456055,124.106872558594,1.06933915615082,LO,0.0142021710053086,6.9226,1.73,2.0304,K2,2018,K2
K2-209 b,K2-209,2537467988442521600,2537467988442521600,257436461,,14.6903464,1.382807,11.061,6.64979358992886,9.263,4.85179358992886,8.613,4.20179358992886,10.1095,10.717,10.7447,6.33349358992886,13.0776390832987,-26.6749153137207,0.302893489599228,Gaia,4720.0,4.46,-0.06,0.74479,0.712365,,-0.58815,,,,,76.2502517700195,76.1570587158203,76.3591384887695,1.02585804462433,LO,0.0678086876869202,2.080615,0.86850263,,K2,2018,K2
TOI-2420 b,TOI-2420,2356241774669130880,2356241774669130880,268532343,,14.8268138,-19.7711643,11.574,3.36249375154439,10.182,1.97049375154439,9.8,1.58849375154439,10.8285,,11.2863,3.07479375154439,2.249472424859,17.7380332946777,0.430070847272873,Gaia,5707.0,3.76,,1.158,2.369,,0.68664,5.3,1.6,-1.6,,438.834991455078,433.683441162109,443.87548828125,1.38807582855225,LO,0.213115066289902,5.842641,15.02003414,4.554,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-214 b,K2-214,2551946391916754176,2551946391916754176,344657681,,14.8759777,4.2277722,11.806,4.37007047713355,10.576,3.14007047713355,10.223,2.78707047713355,11.1651,11.597,11.599,4.16307047713355,3.21726848242218,-16.9542579650879,0.511168122291565,Gaia,5875.0,4.28,0.04,1.03,1.236,,0.19579,,,,,307.033599853516,304.975311279297,308.940002441406,1.11643838882446,LO,0.136635556817055,8.59656,2.51,3.7296,K2,2018,K2
HATS-68 b,HATS-68,4904279261014267648,4904279261014267648,322307342,,15.006077,-58.9047242,12.312,3.43522906155451,11.25,2.37322906155451,10.949,2.07222906155451,11.7806,,12.1631,3.28632906155451,1.65307768394596,12.0999507904053,0.899954736232758,Gaia,6147.0,4.083,0.21,1.351,1.748,,0.59218,3.02,0.11,-0.11,,596.148132324219,591.83349609375,601.041076660156,0.968363881111145,LO,0.0672801062464714,3.5862202,13.809488,3.42,HATSouth,2018,HAT
K2-205 b,K2-205,2536584771367726336,2536584771367726336,344661825,,15.2175909,0.425966,12.45,4.45893814346397,11.235,3.24393814346397,10.879,2.88793814346397,11.8374,12.25,12.2509,4.25983814346397,2.49436288569501,19.027006149292,1.02142918109894,Gaia,5890.0,4.25,-0.26,0.951027,1.077574,,0.19406,,,,,396.471862792969,393.045928955078,399.038177490234,1.06088364124298,LO,0.0769925490021706,26.672263,1.99552771,6.048,K2,2018,K2
TOI-261.01,TOI-261,2345033662373296768,2345033662373296768,63898957,,15.2181412,-24.4239934,9.56,4.28881793102195,8.507,3.23581793102195,8.182,2.91081793102195,9.03971,,9.42329,4.15210793102195,8.79969703380324,0.67052203,0.034051847,APOGEE,5890.3,3.92,-0.35,0.496728,1.28018,,0.24978,,,,,113.301696777344,113.009757995605,113.570388793945,1.25267803668976,LO,0.126726880669594,3.3639254,3.0449863,3.3430495,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HATS-71 b,HATS-71,4710594412266148352,4710594412266148352,234523599,,15.5518893,-61.7561333,16.437,10.709680970796,12.605,6.87768097079601,11.727,5.99968097079601,14.1266,,15.3512,9.62388097079601,7.11205838297012,19.9901065826416,3.48439836502075,Gaia,3405.0,4.7653,0.17,0.4861,0.4783,M3 V,-1.55988,3.2,3.8,-1.5,41.72,139.786041259766,139.303405761719,140.237884521484,1.068732380867,LO,0.0322896726429462,3.7955202,11.478016,2.0148,HATSouth,2020,HAT
HD 6061 b,HD 6061,369669965470499456,369669965470499456,352413427,HD 6061,15.5981441,37.1854394,8.844,4.69576350860042,7.711,3.56276350860042,7.392,3.24376350860042,8.297,,8.69933,4.55109350860042,14.7713939266013,10.2695255279541,0.181601747870445,Gaia,5934.0,4.441,-0.05,1.0269,1.0072,,0.05538,2.4,1.6,-1.3,,67.5534133911133,67.485237121582,67.6150741577148,1.0757327079773,LO,0.0846360325813294,5.2549,2.42763557,3.239598,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-3693 b,TOI-3693,404433018447476096,404433018447476096,240823272,,15.6543938,51.3038918,11.948,5.73533433331967,10.657,4.44433433331967,10.151,3.93833433331967,11.419,,11.9579,5.74523433331967,5.68755957448294,1.08090925216675,0.431162089109421,Gaia,5321.0,4.581,0.071,0.867,0.791,,-0.3439,3.0,3.8,-2.1,,174.796661376953,174.225875854492,175.403915405273,1.18124568462372,LO,0.103463046252728,9.088516,12.59889431,3.5568,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-6651 b,TOI-6651,363314964357100800,363314964355784192,174328045,,15.7885904,35.3890405,10.242,3.63190361568045,9.022,2.41190361568045,8.684,2.07390361568045,9.60892,,10.0418,3.43170361568045,4.72743524711091,-15.1657781600952,0.28506126999855,Gaia,5940.0,4.087,0.225,1.323,1.721,,0.52244,3.71,0.68,-0.78,,209.903305053711,209.022064208984,210.717407226563,0.916351556777954,LO,0.104489140212536,5.056973,5.09,3.61,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-2046 b,TOI-2046,538759464958942208,538759464958942208,468574941,,16.1849423,74.3313055,11.552,4.28451223223998,10.415,3.14751223223998,10.094,2.82651223223998,10.996,,11.4128,4.14531223223998,3.47285103558111,-20.4851112365723,0.442644894123077,Gaia,6250.0,4.3,-0.06,1.13,1.21,F8 V,0.27967,0.45,0.43,-0.021,3.97,284.117218017578,283.073303222656,284.97900390625,0.872199892997742,LO,0.105394743382931,1.4971842,16.14093221,2.41,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-281 b,K2-281,2577432178095422976,2577432178095422976,380884458,,16.2274724,7.2692169,15.048,6.71093191101339,13.195,4.85793191101339,12.523,4.18593191101339,14.0978,14.763,14.7677,6.43063191101339,2.10702630505822,17.2473793029785,4.02656650543213,Gaia,4812.0,4.59,0.22,0.82,0.76,,-0.64686,,,,,464.957885742188,459.235870361328,470.146514892578,1.01137554645538,LO,0.0,8.687721,8.18,2.7504,K2,2018,K2
K2-222 b,K2-222,2584093844170270720,2584093844170270720,257774438,,16.4625203,11.7537171,9.543,4.55895686020511,8.423,3.43895686020511,8.105,3.12095686020511,8.97055,9.443,9.36072,4.37667686020511,10.0426554163994,1.73712551593781,0.379128575325012,Gaia,5942.0,4.37,-0.315,0.989,1.115,,0.13852,7.1,1.5,-1.7,,99.2678527832031,99.0803604125977,99.4541473388672,0.97626805305481,LO,0.0667766109108925,15.38857,2.35,4.3896,K2,2018,K2
TOI-1468 c,TOI-1468,2785466581298775680,2785466581298775680,243185500,,16.6538724,19.2249195,12.5,10.5353985214485,9.343,7.37839852144855,8.497,6.53239852144855,10.8858,,12.1172,10.1525985214485,40.4515806343907,10.8468332290649,0.261306554079056,Gaia,3376.0,4.846,-0.01,0.3527,0.3714,M3.0 V,-1.7921,,,,42.5,24.7127056121826,24.6914196014404,24.7323875427246,1.62469291687012,HI,0.222140848636627,15.532477,2.126,1.86,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1468 b,TOI-1468,2785466581298775680,2785466581298775680,243185500,,16.6538724,19.2249195,12.5,10.5353985214485,9.343,7.37839852144855,8.497,6.53239852144855,10.8858,,12.1172,10.1525985214485,40.4515806343907,10.8468332290649,0.261306554079056,Gaia,3376.0,4.846,-0.01,0.3527,0.3714,M3.0 V,-1.7921,,,,42.5,24.7127056121826,24.6914196014404,24.7323875427246,1.62469291687012,HI,0.222140848636627,1.8805201,1.401,1.09,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-221 b,K2-221,2582898606311167872,2582898606311167872,257801011,,16.6550286,10.1897385,12.571,5.12001317587723,11.229,3.77801317587723,10.852,3.40101317587723,11.9217,12.232,12.4149,4.96391317587723,3.21094852213925,8.0149507522583,1.25855898857117,Gaia,5716.0,4.57,0.13,1.010842,0.947599,,-0.06367,,,,,309.170013427734,307.443359375,310.736694335938,0.986239075660706,LO,0.0551562160253525,2.399094,1.67890272,2.5032,K2,2018,K2
EPIC 220492298 b,EPIC 220492298,2576563907506735232,2576563907506735232,257802602,,16.7615005,6.588798,13.991,5.11114566070412,12.61,3.73014566070412,12.168,3.28814566070412,13.2689,13.786,13.7756,4.89574566070412,1.63343738081908,-19.1338844299316,2.71611571311951,Gaia,5620.0,4.5,0.28,0.95,0.89,,-0.0088,,,,,596.995239257813,590.283264160156,604.628051757813,1.01493716239929,LO,0.0,0.762406,0.99,,K2,2021,K2
TOI-169 b,TOI-169,4684513614202233728,4684513614202233728,183120439,,16.7786879,-75.1989452,12.355,4.30380210250816,11.181,3.12980210250816,10.815,2.76380210250816,11.788,,12.2379,4.18670210250816,2.4397854173372,41.617462158203104,1.54028761386871,Gaia,5880.0,4.278,0.24,1.147,1.288,G1 V,0.25261,4.7,2.7,-2.0,,407.605072021484,405.648986816406,409.688049316406,1.05210542678833,LO,0.0680842325091362,2.2554477,12.172974,1.7064,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
K2-204 b,K2-204,2533185974768028032,2533185974768028032,248351386,,17.3825067,-0.5177539,12.985,4.31652851298598,11.839,3.17052851298598,11.478,2.80952851298598,12.4611,12.961,12.8893,4.22082851298598,1.81011520539449,-51.0037384033203,1.69046485424042,Gaia,5783.0,4.273,0.21,1.076,1.253,,0.19866,6.5,3.7,-3.1,,541.619506835938,535.2763671875,547.580688476563,1.05482518672943,LO,0.109714768826962,7.055908,3.17214154,4.5696,K2,2018,K2
WASP-187 b,WASP-187,306410392895767680,306410392895767680,15692883,,17.47474,25.6816494,10.295,2.53758695210866,9.117,1.35958695210866,8.79,1.03258695210866,9.7116,,10.1318,2.37438695210866,2.77798296996623,-19.7709255218506,0.281327664852142,Gaia,6150.0,3.722,0.0,1.54,2.83,F,0.96727,2.55,0.49,-0.25,,356.026733398438,353.417633056641,358.334106445313,0.915938675403595,LO,0.0765169933438301,5.147878,18.38276,5.82,SuperWASP,2020,WASP
K2-210 b,K2-210,2538051863476537984,2538051863476537984,388801714,,17.6412694,1.5784137,11.535,5.29649951960186,10.354,4.11549951960186,9.915,3.67649951960186,11.0759,11.507,11.5845,5.34599951960186,5.61200551680696,-0.89384263753891,0.506674706935883,Gaia,5500.0,4.6,0.0,0.911717,0.89,,-0.24869,,,,,176.888702392578,176.188034057617,177.467437744141,0.825976610183716,LO,0.0867844894528389,0.57023,0.86,,K2,2018,K2
TOI-4406 b,TOI-4406,4910452812646300544,4910452812646300544,206541859,,18.0485164,-56.9253875,10.937,3.85754420554342,10.034,2.95454420554342,9.73,2.65054420554342,10.5663,,10.9545,3.87504420554342,3.8181827585896895,24.313455581665,0.381496101617813,Gaia,6219.0,4.29,0.1,1.19,1.29,,0.36173,2.9,0.7,-0.7,,260.550048828125,259.72900390625,261.491424560547,0.878641605377197,LO,0.0901772081851959,30.08364,11.2089807,3.9858103,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-386 b,K2-386,2576755978444329216,2576755978444329216,376879052,,18.2999964,7.0130302,13.241,5.11546341524125,11.864,3.73846341524125,11.525,3.39946341524125,12.5343,13.015,12.9931,4.86756341524125,2.34085683776953,-19.5614356994629,1.48323166370392,Gaia,5749.0,4.424,0.074,0.911,0.97,,-0.01919,,,,,421.800720214844,419.11004638671903,424.217010498047,0.902821183204651,LO,0.0623023957014084,7.473223,2.32,3.5568,K2,2022,K2
K2-150 b,K2-150,2579495171146737280,2579495171146737280,376879419,,18.3443908,8.9874328,15.784,10.730986383101,12.107,7.053986383101,11.249,6.195986383101,13.6157,14.847,14.815,9.761986383101,9.71037595428776,3.92408585548401,3.93348550796509,Gaia,3499.0,4.822,0.09,0.457,0.436,M2.5 V,-1.58503,,,,,102.471412658691,102.111030578613,102.842399597168,1.0979859828949,LO,0.0547693856060505,10.59357,2.0,2.4,K2,2018,K2
K2-212 b,K2-212,2538824923230146560,2538824923230146560,388811663,,18.4241015,3.0970732,12.977,7.82423432909393,10.629,5.47623432909393,9.856,4.70323432909393,11.7603,12.588,12.55,7.39723432909393,9.30641418063995,-7.22692966461182,0.602904438972473,Gaia,4349.0,4.72,0.03,0.622,0.678,,-0.90958,,,,,107.28849029541,107.124984741211,107.457420349121,1.08014750480652,LO,0.06167883425951,9.795647,2.65,2.5992,K2,2018,K2
K2-215 b,K2-215,2564621115285038208,2564621115285038208,376905329,,18.4700795,6.1238647,12.99,4.97735492313952,11.679,3.66635492313952,11.298,3.28535492313952,12.3609,12.798,12.8302,4.81755492313952,2.47188735436669,14.7453689575195,1.29301810264587,Gaia,5704.0,4.41,0.11,0.999987,0.974398,,-0.02639,,,,,400.432220458984,397.739807128906,402.762969970703,0.973770916461945,LO,0.0559985563158989,8.269648,2.12381238,2.232,K2,2018,K2
WASP-186 b,WASP-186,2790691147020786816,2790691147020786816,411608801,,18.9953122,21.6169065,10.81,3.56312549818133,9.781,2.53412549818133,9.532,2.28512549818133,10.3002,,10.6509,3.40402549818133,3.5265130908869,-4.82834196090698,0.441930413246155,Gaia,6361.0,4.193,-0.08,1.22,1.47,F,0.50022,3.1,1.0,-0.08,4.8,281.432922363281,280.158599853516,282.814514160156,1.01535487174988,LO,0.0826144739985466,5.026799,12.44199,2.704,SuperWASP,2020,WASP
TOI-277 b,TOI-277,2353440974955205632,2353440974955205632,439456714,,19.0766985,-20.9532772,13.632,9.57214028990811,10.403,6.34314028990811,9.557,5.49714028990811,11.7315,,12.7896,8.72974028990811,15.4057576970201,12.0035829544067,0.51150506734848,Gaia,4031.0,4.58,-0.01,0.16,0.362,,-1.3504,,,,,64.8592529296875,64.7720642089844,64.9498977661133,1.28300631046295,LO,0.121889695525169,3.994,2.65,1.9693065,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1467 b,TOI-1467,403141126645929728,403141126645929728,240968774,,19.1146441,49.2331382,12.293,9.42434780489932,9.38,6.51134780489932,8.568,5.69934780489932,10.5977,,11.5622,8.69354780489932,26.6546625305636,-25.4880199432373,0.219825968146324,Gaia,3834.0,4.773,-0.062,0.489,0.491,,-1.42022,,,,,37.4740333557129,37.4403533935547,37.5036735534668,1.46745383739471,HI,0.173785880208015,5.97114713,1.92,1.5784,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-151 b,K2-151,2579620343673729408,2579620343673729408,376936928,,19.3047733,9.5012663,14.175,9.97657072496699,10.93,6.73157072496699,10.117,5.91857072496699,12.2448,13.384,13.3119,9.11347072496699,14.4245826058688,-49.4561233520508,1.65458655357361,Gaia,3695.0,4.8,-0.19,0.47,0.45,M1.5 V,-1.55284,,,,,69.1330718994141,69.0542678833008,69.1962356567383,1.08391737937927,LO,0.0,3.835476,1.49,1.5408,K2,2018,K2
